"UNION","ISO_TER1","ISO_SOV1","ID","habitat","total","all_mpas","pp_all_mpas","pp_mean_all"
"Italy","ITA","ITA",285,"coldcorals",174.583206176758,53.003345489502,30.3599336100165,45.1618542864424
"Italy","ITA","ITA",285,"coralreefs",0,0,NA,45.1618542864424
"Italy","ITA","ITA",285,"mangroves",0,0,NA,45.1618542864424
"Italy","ITA","ITA",285,"saltmarshes",445,423,95.0561797752809,45.1618542864424
"Italy","ITA","ITA",285,"seagrasses",4264.48388671875,2183.48413085938,51.2016034967231,45.1618542864424
"Italy","ITA","ITA",285,"knolls_seamounts",104357.6328125,4205.2998046875,4.02970026374898,45.1618542864424
"Melilla",NA,"ESP",286,"coldcorals",0,0,NA,NA
"Melilla",NA,"ESP",286,"coralreefs",0,0,NA,NA
"Melilla",NA,"ESP",286,"mangroves",0,0,NA,NA
"Melilla",NA,"ESP",286,"saltmarshes",0,0,NA,NA
"Melilla",NA,"ESP",286,"seagrasses",0,0,NA,NA
"Melilla",NA,"ESP",286,"knolls_seamounts",0,0,NA,NA
"Belgium","BEL","BEL",287,"coldcorals",0,0,NA,93.056258739294
"Belgium","BEL","BEL",287,"coralreefs",0,0,NA,93.056258739294
"Belgium","BEL","BEL",287,"mangroves",0,0,NA,93.056258739294
"Belgium","BEL","BEL",287,"saltmarshes",3.60623598098755,3.35582828521729,93.056258739294,93.056258739294
"Belgium","BEL","BEL",287,"seagrasses",0,0,NA,93.056258739294
"Belgium","BEL","BEL",287,"knolls_seamounts",0,0,NA,93.056258739294
"Oman","OMN","OMN",288,"coldcorals",5,0,0,38.234412470024
"Oman","OMN","OMN",288,"coralreefs",278,47,16.9064748201439,38.234412470024
"Oman","OMN","OMN",288,"mangroves",1,1,100,38.234412470024
"Oman","OMN","OMN",288,"saltmarshes",2.02296781539917,2.02296781539917,100,38.234412470024
"Oman","OMN","OMN",288,"seagrasses",16,2,12.5,38.234412470024
"Oman","OMN","OMN",288,"knolls_seamounts",110176.8125,0,0,38.234412470024
"Monaco","MCO","MCO",289,"coldcorals",0,0,NA,74.7208145430718
"Monaco","MCO","MCO",289,"coralreefs",0,0,NA,74.7208145430718
"Monaco","MCO","MCO",289,"mangroves",0,0,NA,74.7208145430718
"Monaco","MCO","MCO",289,"saltmarshes",0,0,NA,74.7208145430718
"Monaco","MCO","MCO",289,"seagrasses",1.97791194915771,0.97791188955307,49.4416290861437,74.7208145430718
"Monaco","MCO","MCO",289,"knolls_seamounts",85.9149551391602,85.9149551391602,100,74.7208145430718
"Bosnia and Herzegovina","BIH","BIH",290,"coldcorals",0,0,NA,10.3331719307786
"Bosnia and Herzegovina","BIH","BIH",290,"coralreefs",0,0,NA,10.3331719307786
"Bosnia and Herzegovina","BIH","BIH",290,"mangroves",0,0,NA,10.3331719307786
"Bosnia and Herzegovina","BIH","BIH",290,"saltmarshes",19.4040699005127,2.00505590438843,10.3331719307786,10.3331719307786
"Bosnia and Herzegovina","BIH","BIH",290,"seagrasses",0,0,NA,10.3331719307786
"Bosnia and Herzegovina","BIH","BIH",290,"knolls_seamounts",0,0,NA,10.3331719307786
"Peñón de Vélez de la Gomera",NA,"ESP",291,"coldcorals",0,0,NA,NA
"Peñón de Vélez de la Gomera",NA,"ESP",291,"coralreefs",0,0,NA,NA
"Peñón de Vélez de la Gomera",NA,"ESP",291,"mangroves",0,0,NA,NA
"Peñón de Vélez de la Gomera",NA,"ESP",291,"saltmarshes",0,0,NA,NA
"Peñón de Vélez de la Gomera",NA,"ESP",291,"seagrasses",0,0,NA,NA
"Peñón de Vélez de la Gomera",NA,"ESP",291,"knolls_seamounts",0,0,NA,NA
"Perejil Island",NA,"ESP",292,"coldcorals",0,0,NA,NA
"Perejil Island",NA,"ESP",292,"coralreefs",0,0,NA,NA
"Perejil Island",NA,"ESP",292,"mangroves",0,0,NA,NA
"Perejil Island",NA,"ESP",292,"saltmarshes",0,0,NA,NA
"Perejil Island",NA,"ESP",292,"seagrasses",0,0,NA,NA
"Perejil Island",NA,"ESP",292,"knolls_seamounts",0,0,NA,NA
"Bajo Nuevo Bank",NA,"COL",293,"coldcorals",0,0,NA,0
"Bajo Nuevo Bank",NA,"COL",293,"coralreefs",0,0,NA,0
"Bajo Nuevo Bank",NA,"COL",293,"mangroves",0,0,NA,0
"Bajo Nuevo Bank",NA,"COL",293,"saltmarshes",0,0,NA,0
"Bajo Nuevo Bank",NA,"COL",293,"seagrasses",0,0,NA,0
"Bajo Nuevo Bank",NA,"COL",293,"knolls_seamounts",1171.05163574219,0,0,0
"Alhucemas Islands",NA,"ESP",294,"coldcorals",0,0,NA,NA
"Alhucemas Islands",NA,"ESP",294,"coralreefs",0,0,NA,NA
"Alhucemas Islands",NA,"ESP",294,"mangroves",0,0,NA,NA
"Alhucemas Islands",NA,"ESP",294,"saltmarshes",0,0,NA,NA
"Alhucemas Islands",NA,"ESP",294,"seagrasses",0,0,NA,NA
"Alhucemas Islands",NA,"ESP",294,"knolls_seamounts",0,0,NA,NA
"Oecusse",NA,"TLS",295,"coldcorals",0,0,NA,50
"Oecusse",NA,"TLS",295,"coralreefs",2,0,0,50
"Oecusse",NA,"TLS",295,"mangroves",1,1,100,50
"Oecusse",NA,"TLS",295,"saltmarshes",0,0,NA,50
"Oecusse",NA,"TLS",295,"seagrasses",0,0,NA,50
"Oecusse",NA,"TLS",295,"knolls_seamounts",0,0,NA,50
"Gibraltar","GIB","GIB",299,"coldcorals",0,0,NA,NA
"Gibraltar","GIB","GIB",299,"coralreefs",0,0,NA,NA
"Gibraltar","GIB","GIB",299,"mangroves",0,0,NA,NA
"Gibraltar","GIB","GIB",299,"saltmarshes",0,0,NA,NA
"Gibraltar","GIB","GIB",299,"seagrasses",0,0,NA,NA
"Gibraltar","GIB","GIB",299,"knolls_seamounts",0,0,NA,NA
"Australia","AUS","AUS",321,"coldcorals",289.099212646484,105,36.3197115062351,50.4876114640122
"Australia","AUS","AUS",321,"coralreefs",31676.57421875,27402.1171875,86.5059365266846,50.4876114640122
"Australia","AUS","AUS",321,"mangroves",9688,4749,49.0194054500413,50.4876114640122
"Australia","AUS","AUS",321,"saltmarshes",13235,4229,31.9531545145448,50.4876114640122
"Australia","AUS","AUS",321,"seagrasses",42089,17133,40.7065979234479,50.4876114640122
"Australia","AUS","AUS",321,"knolls_seamounts",549665.6875,321119.4375,58.4208628631199,50.4876114640122
"Protected Zone established under the Torres Strait Treaty","PNG","PNG",322,"coldcorals",0,0,NA,0
"Protected Zone established under the Torres Strait Treaty","PNG","PNG",322,"coralreefs",38.8226470947266,0,0,0
"Protected Zone established under the Torres Strait Treaty","PNG","PNG",322,"mangroves",110,0,0,0
"Protected Zone established under the Torres Strait Treaty","PNG","PNG",322,"saltmarshes",0,0,NA,0
"Protected Zone established under the Torres Strait Treaty","PNG","PNG",322,"seagrasses",61.0862007141113,0,0,0
"Protected Zone established under the Torres Strait Treaty","PNG","PNG",322,"knolls_seamounts",0,0,NA,0
